Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,21,81.5,84.33,67.4,60.57,56.89,5.57,85.27,21,Medium,6,7.2
Female,23,92.16,85,49,88.24,75.38,0.41,77.77,18.8,Medium,9,4.8
Male,24,,79.06,66.31,79.1,54.68,6.54,93.52,28,Medium,4,5.3
Female,18,72.4,83.93,51.88,55.48,79.45,7.43,74.06,23.7,Low,10,7.1
Female,20,52.43,45.28,63.59,75.09,65.9,8.6,78.72,14,Medium,2,4.5
Male,23,59.41,83.61,69.27,96.56,91.55,1.03,56.44,19,High,9,8.5
Female,20,53.33,48.2,60.97,75.32,90,0,91.8,27.8,High,1,4.9
Male,24,59.44,60.37,96.22,89.43,99.92,0.73,71.11,10.7,Medium,6,6.2
Male,23,70.53,96.56,73.75,51.45,62.88,9.24,85.95,16.9,High,7,4.5
Male,24,55.91,70.17,90.57,86.4,53.09,7.66,71.47,10.5,Medium,8,7.4
Female,23,58.34,98.05,85.64,97.34,72.15,8.35,50.05,15.5,Low,4,5.6
Female,24,72.29,45.34,79.67,74.98,54.17,5.17,70.02,6.5,Medium,1,4.4
Female,18,67.01,68.65,69.81,66.89,58.92,5.27,57.38,26.9,High,1,7
Female,20,,43.74,40.13,82.33,79.87,2.99,69.93,29.5,Low,1,8.9
Male,23,71.46,77.81,76.81,95.81,79.61,8.43,66.07,19.2,Low,3,8.4
Female,18,82.22,44.72,61.36,58.84,52.17,8.3,60.13,18.9,High,9,7.5
Male,19,,50.52,47.07,70.18,72.15,3.92,56.19,28.9,Medium,6,4.1
Female,24,55.39,55.53,66.68,57.81,76.51,3.29,86.43,14.8,Low,7,8.3
Female,22,54.96,84.92,84.13,,63.4,7.38,87.74,20.5,Medium,7,8.5
Female,23,92.64,49.84,97.7,77.02,93.6,0.26,63.25,25.9,Low,2,4.2
Female,21,75.32,90.8,62.45,97.21,58.05,8.6,74.76,17.6,Low,6,4.6
Female,18,88.32,47.91,72.56,70.63,62.7,4.46,73.2,10.5,Low,9,6.3
Male,18,,42.11,91.07,78.35,57.85,4.41,67.76,25.3,Low,4,6
Female,23,91.44,63.7,60.04,94.26,55.83,6.69,63.88,11.8,Medium,8,5.5
Female,18,96.19,98.77,48.54,66.07,93.95,6.46,59.3,26.1,Low,8,5
Female,19,81.77,46.62,56.91,,63.89,2.66,93.64,28.6,High,3,6.7
Female,18,55.29,46.1,93.95,87.86,86.13,9.43,91.67,18.7,Medium,7,7.9
Male,22,94.76,85.07,49.56,66.53,71.4,9.86,70.86,6.2,Low,8,8.7
Female,22,89.62,58.73,59.75,,81.79,5.26,86.06,28.9,Low,6,5.5
Male,24,87.54,83.04,67.88,75.15,96.41,5.61,74.92,25.8,High,4,7.5
Female,24,51.84,52,90.83,,92.23,5.54,54.27,7.9,Medium,8,7.9
Male,21,89.95,67.6,96.26,63.32,53.45,4.86,91.12,20.7,Medium,4,6.4
Male,19,56.9,55.92,65.55,98.67,92.26,9.45,60.96,12.9,Low,6,8.6
Male,22,61.12,67.09,95.92,75.11,72.59,2.45,85.34,13.3,Low,2,4.1
Male,23,78.86,86.15,49.69,92.82,67.51,1.08,76.37,19.5,Medium,2,8.5
Male,20,63.25,85.72,49.41,59.77,83.62,9.3,84.53,22.8,Medium,4,8.5
Female,20,83.07,70.95,96.96,96.97,97.51,2.13,73.56,5.3,High,6,4.7
Male,20,80.4,95.7,70.58,89.72,54.71,7.49,85.13,8.8,High,3,6.2
Female,24,55.41,55.83,51.15,90.43,88.4,2.04,51.64,27.6,Low,3,6.6
Male,23,82.8,54.42,69.28,69.49,60.18,9.6,52.04,17.4,High,6,6
Male,18,96.2,76.83,86.99,74.28,69.01,7.91,94.82,17.3,High,10,8.5
Female,23,58.06,77.28,89.62,,93.69,9.19,87.48,26,Medium,8,7.6
Male,18,79.85,42.79,91.84,89.49,77.29,9.51,91.42,8.2,Low,6,4.6
Male,20,67.09,76.47,74.17,92.45,53.37,0.84,72.83,22.8,Low,8,8.6
Male,21,72.98,62.47,92.02,53.9,75.4,4.33,72.98,17.7,Low,4,4.2
Male,21,64.35,84.85,70.6,95.2,89.48,6.48,76.7,23.5,Low,5,7
Female,18,,88.49,76.42,96.87,76.44,8.02,62.18,22,High,3,6.6
Male,20,51.45,73.13,85.52,79.64,58.34,2.41,86.68,21.7,High,7,4.4
Male,23,99.08,40.1,65.53,59.34,72.25,9.15,91.47,26.4,Medium,7,7.5
Female,21,81.24,78.18,44.41,90.92,96.22,2.21,95.36,18.8,Medium,6,8.8
Female,18,75.04,84.93,61.01,77.43,82.91,8.66,75.85,15.2,Medium,4,6.3
Male,23,69.19,54.94,77.44,90.86,86.49,5.13,70.73,10,Medium,7,6.6
Male,20,76.97,67.88,51.54,,89.3,5.15,91.55,13.6,Medium,3,5.9
Female,19,69.01,97.94,48.9,54.34,54.53,3.74,87.63,26.7,Low,6,8.4
Male,20,68,57.89,57.58,80.35,79.08,1.04,93.36,13.4,Medium,4,8.6
Female,24,73.2,53.39,41.93,,68.8,3.47,82.79,29.6,Low,5,6
Male,20,63.8,52.65,84.61,97.31,56.96,4.27,94.17,20.2,Low,6,8.5
Female,23,59,73.53,55.52,64.83,60.14,4.79,54.45,25.4,Medium,7,5
Female,23,77.83,96.99,47.45,60.3,89.06,7.39,83.98,17.3,Medium,7,6.3
Female,22,92.14,76.52,81.95,94.85,58.07,3.52,54.44,21.4,Medium,7,5.3
Male,22,57.64,58.2,90.58,57.44,65.62,4.07,87.45,29.7,Medium,5,5.1
Male,23,51.64,78.31,41.19,84.33,64.24,9.06,81.42,17.5,Low,10,8.3
Male,23,62.34,77.49,54.02,65,52.43,7.53,50.8,11.6,High,7,7.6
Male,19,98.99,75.82,96.71,78.39,73.11,0.23,79.96,21.2,Medium,5,4.3
Female,19,,49.57,63.12,80.81,88.3,8.12,57.31,28,High,5,7.8
Female,20,79.79,78.07,96.32,70.87,51.11,9.9,57.12,5.4,High,3,6.9
Female,24,96.46,65.81,56.45,,55.63,9.4,57.52,29.8,Low,9,7.9
Male,21,72.26,41.12,53.08,56.59,86.01,8.36,74.19,18.6,High,9,7
Male,24,99.16,72.39,52.85,69.57,79.68,6.29,55.78,25,High,1,5.9
Male,19,64.82,99.36,45.11,71.52,85.76,2.78,56.28,8,Low,4,6.5
Female,20,62.02,60.98,93.79,81.55,61.51,6.54,62.81,12.3,Low,3,4.7
Male,24,81.9,97.93,98.79,70.36,90.19,6.96,50.04,29.4,High,4,5.6
Male,18,,45.77,97.27,54.85,73.99,2.82,63.79,12.2,Low,2,4.1
Female,22,81.32,83.95,91.12,97.37,80.52,2.55,80.92,15.3,High,6,6
Female,24,65.25,46.86,90.81,70.8,54.61,3.97,80.08,12,Low,6,4.5
Male,21,80.9,56.41,79.67,67.13,60.25,6.41,98.48,16.7,Medium,7,7.3
Female,20,63.79,74.25,89.57,72.34,88.67,2.93,55.98,9,Medium,6,8.6
Male,24,52.55,75.57,52.5,60.83,61.2,5.56,93.28,17.7,High,8,7.7
Female,23,95.61,86.51,63.27,55.01,54.63,8.99,69.56,12.5,Medium,4,5
Female,18,94.16,76.92,78.45,57.43,79.86,2.95,69.35,25.4,Low,2,6.5
Female,22,98.54,75.62,92.49,58.33,77.4,9.66,67.44,14.7,Medium,10,7.6
Male,18,85.83,94.74,79.63,59.88,80.39,4.73,56.24,24.8,Low,7,8
Male,20,84.14,67.13,90.34,71,80.92,1.01,73.93,21,Medium,1,5.4
Male,19,77.95,53.52,68.44,81.19,75.01,0.55,89.37,27.9,Medium,1,6.4
Female,22,56.3,49.71,83.04,81.44,74.69,3.39,93.77,25.3,Low,5,4.5
Female,18,59.46,64,98.8,50,96.21,2.59,98.14,27.5,Medium,5,7.6
Female,19,64.47,82.77,49.21,96.05,76.69,8.44,89.26,18.1,Low,5,6.2
Female,21,94.51,42.55,95.62,91.14,80.87,7.38,81.15,27.8,High,3,4.2
Male,20,58.65,47.74,71.34,98.2,63.35,8.85,74.88,8.9,Low,6,6.6
Male,20,96.14,46.37,78.59,68,93.55,5.89,93.74,7.1,Medium,2,8
Male,22,76.14,75.12,92.67,83.24,51.22,4.35,86.98,18.2,High,10,4.2
Female,18,85.78,54.57,64.58,58.4,77.86,2.71,58.06,25.7,High,8,6
Female,21,55.51,49.98,65.12,90.85,69.19,5.83,84.13,10.3,Medium,8,6.4
Male,23,63.45,75.57,71.63,58.07,80.2,6.18,71.55,29.2,Low,5,9
Female,22,97.93,85.68,41.15,66.3,68.01,3.93,79.79,9.6,Medium,6,5.1
Male,23,63.31,59.93,69.8,74.54,85.88,9.37,94.92,22.7,High,2,8.1
Female,22,64.83,74.69,57.47,79.73,51.02,6.4,82.63,27.9,Low,5,4.7
Female,18,59.88,45.89,95.68,77.98,70.29,8.37,96.94,29.1,Low,8,8.8
Male,21,56.45,96.11,45.26,55.1,91.56,6.2,93.32,21.5,Medium,10,5.5
Male,18,61.66,60.21,67.56,71.08,62.51,3.17,56.45,19.4,Medium,7,4.7
Female,20,82.12,99.85,96.85,96.15,52.64,7.37,50.58,7.3,Low,9,5.9
Male,23,72.77,98.72,94.06,,74.83,2.3,69.22,5.5,Medium,9,4.1
Male,19,77.69,86.73,82.08,79.54,98.83,5.97,93.27,29.6,Low,8,4.5
Female,24,56.12,41.2,75.36,78.62,53.21,4.02,61.51,11.9,Low,2,6.5
Female,20,90.11,72.61,56.84,55.58,53.5,1.5,84.57,6.8,High,4,8.7
Female,20,89.2,45.21,62.02,60.01,79.76,4.13,73.8,18.5,Medium,4,6.2
Male,23,51.08,93.71,45.41,62.63,62.5,3.1,87.3,12.8,Low,8,7.3
Female,22,69.18,87.38,87.17,74.41,70.51,1.12,58.25,13.9,High,2,7.5
Female,20,,98.34,59.43,86.57,91.53,8.24,61.95,13.8,Low,10,4.2
Female,24,89.61,76.5,80.07,73.04,59.94,4.99,62.13,11.2,Low,9,5.6
Female,21,86.86,71.33,61.46,56.3,85.96,3.46,77.42,29.2,High,2,9
Female,20,,71.14,67.86,71.97,75.22,5.05,64.48,11.6,Low,4,4
Male,21,61.82,63.19,73.3,58.13,95.25,7.55,90.59,18.9,High,3,6.4
Female,18,72.81,68.12,88.11,87.56,98.65,0.18,67.34,11,Medium,10,8.2
Female,22,59.22,78.12,52.67,58.33,74.25,5.47,83.04,24,Medium,8,5.4
Male,21,68.56,95.98,63.93,74.13,79.23,4.79,97.43,10.7,Medium,1,9
Female,20,,75.75,47.8,84.67,87.29,8.93,80.35,20.4,Medium,7,6.4
Female,22,52.67,91.43,44.55,61.41,65.93,5.56,62.11,25.8,High,7,8.6
Male,24,85.74,91.77,76.28,53.8,61.34,1.37,91.52,11.8,Low,9,6.6
Female,22,77.16,71.13,51.35,,98.23,3.89,50.63,25.1,High,10,6
Male,21,,60.85,43.59,52.71,71.63,6.21,62.83,7.3,High,8,7.6
Female,21,63.59,78.37,93.83,79.39,50.08,0.46,69.37,7.9,Medium,6,8.8
Male,19,,66.75,72.06,87.67,91.89,8.85,59.8,15,Low,6,5.9
Male,19,99.93,44.89,48.08,66.47,79.98,0.68,80.2,15.2,Low,6,8.3
Female,22,95.96,62.67,43.21,74.42,58.43,0.31,77.9,17.9,Low,5,7.3
Male,23,88.89,99.64,47.19,96.44,51.51,0.02,70.32,5.6,Low,1,5.9
Male,23,90.62,42.91,68.28,73.56,64.57,6.84,64.72,7.9,Low,2,4.3
Female,19,78.69,81.8,80.11,99.83,96.39,4.56,71.7,5.3,Medium,6,5.6
Female,20,59.51,90.47,78.48,57.85,96.67,1.03,64.56,28.9,Medium,2,8.2
Male,18,83.85,78.92,48.67,85.45,65.55,8.56,61.06,12.8,High,5,4.5
Female,22,85.64,74.18,78.01,82.63,91.8,2.03,67.56,22.2,Medium,10,6.9
Male,18,99.27,82.45,64.29,93.62,72.09,3.26,80.12,20.2,Low,1,6.6
Male,19,77.07,65.76,67.88,,82.72,1.78,82.42,23.1,Low,1,7.3
Female,21,63.57,45.48,88.09,64.01,66.72,9.27,64.87,27.1,Medium,6,8.7
Female,24,84.18,97.74,59.95,56.61,75.8,7.58,97.37,10.8,Medium,1,7.8
Male,22,98.97,65.94,48.82,96.65,64.69,7.24,63.1,15.6,Medium,4,6.6
Female,19,58.86,79.92,92.41,71.33,53.06,0.44,85.61,13.2,Low,2,8.2
Female,20,66.3,71.88,52.73,95.5,56.97,5.23,54.07,7.1,High,9,7.5
Male,24,77.09,43.28,57.64,64.72,64.53,5.75,83.24,5.8,Low,1,8.5
Male,22,,97.16,82.4,56.32,98.81,3.83,73,24.1,Low,3,7.6
Male,22,51.11,87.55,81.01,64.83,98.28,3.22,78.46,8.2,Medium,7,7.8
Male,23,66.85,48.95,88.02,79.86,91.38,8.52,59.2,5.4,Medium,1,4.4
Male,21,,98.9,51.03,92.26,61.63,0.23,71.68,16,Medium,1,4
Male,22,52.17,84.21,61.14,69.27,72.08,6.25,88.31,13.1,Low,6,8.8
Female,21,71.45,68.34,47.55,95.74,71.99,3.94,88.35,6.7,Low,6,5.3
Male,19,88.11,76.68,72.46,62.21,69.35,6.66,61.88,6.3,Low,4,4.8
Female,20,97.66,46.4,57.55,,52.24,1.98,67.63,27.8,Medium,10,4.8
Female,24,99.27,73.62,81.34,86.79,76.73,2.39,50.19,28.5,Medium,3,7.7
Male,24,71.1,44.42,40.02,63.7,53.64,5.87,54.5,17.1,Medium,10,4.2
Female,20,97.52,72.69,43.58,51.35,90.1,9.8,56.34,26.2,High,1,7.3
Male,22,51.77,73.16,65.95,68.26,84.57,9.75,64.68,25,Low,8,6.9
Female,22,87.3,92.47,97.49,52.26,67.64,2.49,87.95,19.5,Medium,8,4.7
Male,19,82.14,83.5,93.45,95.04,82.36,1.02,75.51,23.8,Low,7,4.7
Male,23,62.48,54.97,99.64,97.68,61.65,5.9,89.63,28.3,Medium,4,4.7
Male,23,75.37,93.31,65.01,86.77,63.26,4.2,87.75,19.2,Medium,2,5.3
Male,23,56.48,74.39,42.79,86.33,65.71,7.62,79.36,17.8,Medium,7,7.2
Female,21,93.58,76.38,58.36,62.04,89.85,5.28,74.99,5.1,Low,8,5
Female,23,67.89,50.14,80.55,53.7,60.53,5.11,96.57,18.6,Low,5,7.3
Female,20,81.3,91.47,48.11,90.11,78.14,6.46,78.46,25.4,High,9,8.9
Female,24,57.94,95.86,58,,60.02,1.26,74.14,24.1,High,10,8.3
Female,24,60.31,86.5,43.37,84.08,64.25,6.77,93.46,21.1,Low,8,8
Male,21,99.6,96.45,68.5,88.98,61.77,4.89,53.57,5.6,Medium,4,8.7
Male,19,87.65,58.14,52.54,70.47,82.25,8.2,82.8,28.1,Low,10,7.1
Male,20,98.1,91.67,45.47,57.23,76.34,1.39,55.65,15.7,Medium,9,7.8
Male,24,64.79,69.33,64.67,89.75,86.06,3.01,90.99,19.3,Medium,1,7.9
Male,20,58.23,49.84,61.07,72.69,61,9.5,89.63,14.9,Low,9,8.9
Female,24,75.15,80.13,72.25,91.35,50.46,5.53,75.18,13.7,Medium,1,7.2
Male,18,74.73,81.05,84.94,71.88,84.03,9.29,83.05,17.8,Medium,5,5.4
Male,19,58.75,57.22,46.75,60.85,55.74,6.89,88.63,17.4,Low,5,5
Female,19,86.66,41.65,87.47,58.55,62.32,9.26,74.17,13.9,Medium,8,5.5
Female,18,,51.99,41.58,87.2,65.28,3.18,95.3,25.1,Low,5,7.8
Male,21,59.32,63.99,66.59,78.74,87.34,0.91,71.85,6.3,High,8,7.3
Male,24,66.6,50.05,75.25,70.23,81.29,8.02,94.6,7.9,Low,1,5.1
Female,24,78.18,51.64,97.42,74.61,59.21,8.04,79.14,7.1,Low,10,8.3
Male,24,86.32,63.48,74.44,77.48,79.89,6.19,71.31,19.1,Low,3,8.9
Male,23,74.09,97.71,49.52,,85.41,5.8,50.2,15.3,High,7,7.8
Male,23,76.28,85.85,71.05,68.91,69.44,9.15,64.78,16.3,Medium,6,4.3
Female,23,,59.18,63.75,64.62,62.3,1.76,93.4,19.4,Medium,5,7.1
Male,23,95.73,97.1,68.76,69.42,83.95,6.17,71.44,13.1,Low,7,8.7
Male,23,96.44,78.74,51.83,75.03,80.54,0.5,71.07,9.6,Low,5,5.6
Female,18,84.17,67.33,70.05,58.67,53.9,1.41,74.47,12.7,Medium,7,6.9
Female,19,50.88,68.1,49,69.68,83.33,4.37,64.32,29.8,Low,10,5.1
Female,21,76.85,64.64,84.64,69.27,74.43,8.21,74.58,28.8,High,3,8.4
Male,20,81.46,53.98,75.63,64.3,87.67,7.33,68.79,28.9,Medium,6,8.3
Female,23,99.73,63.2,44.71,99.92,59.54,9.74,95.47,5.7,Low,2,5.8
Male,18,99.8,71.67,93.38,53.68,62.91,0.45,78.2,7.2,Low,1,5.7
Female,24,92.88,71.68,76.98,82.15,77.17,3.81,91.71,6.1,Low,2,4
Male,21,53.19,85.7,58.97,58.72,74.09,1.59,84.34,25.4,Low,4,5.6
Female,21,,61.53,42.74,91.98,69.32,0.37,60.63,29.8,Low,10,7.9
Male,21,80.63,83.01,77.93,95.71,87.3,2.64,93.38,18.6,Low,6,4.1
Male,18,90.04,74.69,62.41,70.07,78.24,2.44,54.36,22.5,High,5,5
Female,20,70.36,97.71,94.46,91.17,85.51,4.2,72.43,13.8,Low,8,7.7
Female,23,65.98,63.12,42.09,62.5,57.66,1.4,61.96,24.1,High,2,7.2
Male,21,,94.07,42.35,57,86.45,4.89,76.88,21.4,Medium,3,8.9
Female,18,57.34,89.24,96.96,65.79,73.08,9.2,65,25,High,2,6
Male,24,67.85,78.26,97.89,67.08,51.69,7.48,86.14,17.5,Medium,10,4.7
Female,19,92.88,79.27,41.66,69.87,61.72,8.42,96.85,9.9,Low,2,7.3
Female,24,51.9,45.08,82.96,,51.29,8.05,85.45,16.9,High,4,4.4
Male,18,57.54,97.01,53.29,70.56,72.84,3.9,67.77,12.8,Low,2,4.6
Female,18,56.26,46.42,82.08,85.5,66.29,7.09,80,22.4,Low,2,6.8
Female,18,70.15,73.79,92.12,62.28,99.37,7.54,94.43,8.4,High,3,6.4
Male,21,99.85,59.8,46.05,50.93,93.43,2.06,63.5,13.3,Low,1,5.3
Male,18,58.67,65.79,54.33,74.48,91.28,8.6,55.91,5.2,Medium,5,6.4
Female,19,57.27,76.61,41.44,72.41,75.06,4.58,56.54,25.4,High,4,8.3
Male,21,95.75,94.53,42.63,,90.35,0.16,74.74,15.2,Medium,1,7.6
Female,24,94.1,67.45,41.78,,63.34,6.43,86.61,24.4,Medium,6,6.3
Female,19,51.61,99.26,88.04,75.5,78.03,6.77,82.86,7.4,Medium,7,5.6
Male,22,87.59,75.57,57.9,61.74,69.65,5.52,72.69,9.8,Medium,4,6.9
Male,24,82.77,49.63,69.59,93.88,58.57,2.12,86.46,26.3,High,3,4
Male,18,88.39,51.4,87.27,58.66,53.63,4.82,81.7,19.9,Medium,9,7.7
Male,23,74.73,82.97,69.7,51.01,77.91,4,81.41,5.1,Medium,3,8
Male,23,99.57,43.02,65.75,72.38,54.88,9.75,60.12,27.6,Medium,5,4.6
Male,21,52.19,68.82,40.69,99.31,85.9,8.25,65.63,29.6,Medium,5,6
Female,23,61.72,48.89,74.08,,96.07,7.62,67.22,21.5,High,7,4.7
Female,24,69.83,65.99,47.48,67.7,58.11,1.81,90.41,23.2,Low,1,8.7
Male,21,72.49,85,85.88,50.84,73.55,3.31,88.76,8.3,Low,3,8.1
Female,24,96.07,67.53,55.46,74.25,86.94,3.8,62.63,24.2,Medium,3,4.1
Female,18,,49.81,80.45,60.32,64.34,4.93,52.76,7.5,Low,10,8.9
Female,20,52.26,55.12,78.77,,96.04,0.3,88.39,27.2,High,10,4.7
Female,20,70.39,62.05,77,79.15,94.42,5.93,70.49,17.6,High,8,4.4
Male,19,70.82,44.17,56.02,63.26,55.19,3.58,60.99,8.5,Low,3,4.2
Female,18,98.27,75.06,56.03,53.44,51.37,5.62,55.85,7.2,Low,7,8
Female,23,79.96,76.45,91.78,87.75,98.82,0.09,50.64,16,Medium,9,8.6
Male,18,81.78,43.73,40.77,79.27,97.82,3.21,71.39,5.1,Low,8,4.5
Male,22,,64.14,50.89,92.11,71.11,7.69,66.99,29,High,6,8.9
Male,20,88.5,64.84,76.61,62.99,52.53,5.01,84.82,9.3,Low,5,5.6
Male,23,81.75,60.03,89.02,82.64,80.94,7.89,98.83,15.5,High,7,7.4
Female,24,61.86,73.46,61.5,,64.67,6.99,60.34,20.2,Medium,9,8.9
Male,24,93.7,60.76,79.21,64.59,96.84,8.55,62.15,21.9,Medium,6,4
Female,20,86.61,64.98,73.43,82.83,89.73,0.07,66.87,19.1,Low,2,6.7
Female,18,87.09,87.85,43.87,91.28,82.48,2.61,73.3,9.5,High,8,7.3
Male,23,99.83,49.73,77.31,66.05,64.23,5.49,84.88,16.8,Low,4,5.9
Male,19,90.13,77.15,88.83,,85.06,9.41,67.6,13.1,Low,6,4.5
Male,24,91.46,70.34,99.55,83.89,64.46,6.8,55.21,7.2,Low,2,7.1
Male,18,97.57,58.3,41.78,67.43,51.88,4.57,86.52,14.7,Medium,6,4.2
Male,19,57.56,83.65,79.6,93.82,75.42,1.3,89.73,20.2,Low,2,8.6
Male,23,,73.07,64.87,75.46,74.43,4.93,62.38,7.6,Medium,1,6.3
Female,20,79.03,68.64,40.59,82.41,88.15,4.41,56.84,9.1,High,5,8.6
Female,22,66.46,80.06,76.86,74.78,93.28,7.78,76.39,7.2,Medium,4,8.2
Female,21,91.97,88.14,47.35,72.64,67.72,4.13,60.42,5,Low,4,4
Female,20,88.12,98.36,62.71,92.4,72.47,3.19,68.71,28.4,Low,1,6.3
Male,19,86.04,77.76,55.68,64.74,73.52,0.9,88.87,26,Low,9,8.4
Male,18,99.86,92.47,61.67,,66.21,0.47,60.98,10.8,High,8,5.9
Female,24,62.97,40.07,69.56,,87.17,4.39,90.31,19.4,Low,1,5.6
Female,23,86.77,71.81,61.55,91.25,76.11,3.47,83.7,25,Low,5,7.4
Female,20,77.57,52.88,73.16,,95.7,5.55,60.99,14.2,High,9,7.5
Male,24,,45.65,54.32,59.27,82.52,7.12,76.32,23.5,Medium,1,7.2
Male,24,58.03,71.92,78.12,83.78,60.59,0.4,80.7,26.7,Medium,10,5.8
Male,22,94.79,84.81,91.23,53.94,58.24,4.96,60.01,17.5,High,10,4.3
Female,23,79.77,64.74,53.44,71.19,68.62,8.62,57.25,27.2,Medium,3,8.6
Female,19,91.25,80.21,70.47,54.29,67.35,4.55,76.56,10.2,Low,4,5.6
Male,23,77.27,69.38,78.92,79.9,70.36,5.21,84.69,27.5,Medium,2,8
Male,23,61,66.23,73.88,,59.18,4.87,73.25,25.1,Low,9,5.8
Female,18,,57.42,61.94,81.46,98.91,3.9,53.5,26,Medium,1,6.5
Female,21,69.08,62.96,78.53,83.66,57.29,1.1,96.26,5.1,High,4,5.9
Male,24,98.65,60.99,41.69,74.36,82.63,1.26,84.75,21.6,High,10,4.4
Female,19,50.28,78.77,62.19,58.75,50.65,1.79,81.06,15,Medium,3,5.6
Male,18,99.28,46.96,71.96,55.07,70.35,7.93,82.18,20.1,Medium,10,8.8
Male,24,99.02,45.56,41.24,65.66,65.46,2.75,69.93,7.1,Low,9,4.6
Female,21,99.81,79.6,70.46,73.26,69.1,9.48,99.22,10.9,Medium,3,6.8
Female,18,73.83,72.78,79.26,82.11,74.9,8.1,56.63,13.8,Low,7,8.8
Female,21,98.19,65.81,85.55,50.06,80.02,6.85,86.96,23,Medium,2,4.1
Male,21,69.78,49.15,46.8,85.55,79.18,7.2,71.04,18.8,Medium,8,4.3
Female,21,51.31,64.66,99.43,85.64,81.54,0.48,94.05,5.4,Medium,2,8.5
Female,18,61.22,87.38,76.37,72.23,92.23,5.68,85.86,13.4,Low,10,7.7
Male,23,97.26,93.38,61.79,67.17,94.34,9.41,78.11,28.5,Low,9,6.7
Male,21,50.69,82.15,54.95,92.12,86.86,0.39,96.88,9.5,Low,9,6.7
Female,23,77.3,43.59,74.37,89.23,53.95,2.91,95.62,10.9,Low,9,8.9
Male,24,53.78,80.22,92.9,99.16,98.06,0.52,52.62,12.7,Low,6,4.1
Male,24,64.32,54.46,71.23,68.6,97.37,5.7,59.63,11.7,High,7,5.4
Male,19,54.4,58.92,79.69,95.34,85.59,1.16,83.8,8,Medium,4,5.6
Female,22,92.98,51.75,61.46,54.37,75.87,4.79,96.09,12.8,High,2,4.6
Female,23,79.55,86.55,63.29,70.57,62.53,7.2,71.52,18.5,Medium,3,5.8
Male,24,95.11,78.92,57.17,73.27,87.82,1.64,51.92,21.9,Low,3,5.9
Male,22,84.42,76.71,82.34,72.04,93.89,7.55,82.16,21.1,Low,1,8.8
Male,21,98.55,80.08,61.55,81.25,83.26,0.6,59.73,9.1,Low,3,6.2
Female,22,75.49,54.21,51.44,58.51,81.45,1.5,77.62,20.4,Medium,4,8.7
Male,22,81.94,66.68,62.16,93.32,59.65,2.8,69.23,14,Low,4,8.1
Male,21,78.82,78,91.23,77.59,67.89,7.96,77.9,25.5,Low,3,7.7
Female,23,74.21,78.2,84.3,95.21,86.16,8.5,96.62,14.1,High,10,5.7
Male,21,92.3,87.51,60.08,50.13,50.84,2.2,74.29,29.4,Low,4,6.1
Female,19,82.23,57.23,94.41,,82.06,0.96,51.73,20.4,Medium,4,4.2
Female,20,90.07,86.22,44.49,70.62,88.33,8.48,79.05,15.7,Low,3,5.9
Female,18,89.32,66.41,42.99,75.25,66.74,6.49,66.29,17.6,High,5,8.4
Male,21,59.55,80.21,47.65,87.19,53.81,1.58,88.91,9.4,Medium,3,7.9
Male,21,82.51,67.34,46.99,61.36,90.96,5.58,73.5,22,Medium,8,8
Female,22,59.98,96.92,45.27,60.24,57.09,8.72,87.07,29.1,High,3,5.1
Male,19,79.17,50.76,79.68,85.15,68.54,0.7,95.44,17.9,Medium,10,5.1
Female,24,,80.5,76.05,76.07,85.36,0.84,68.11,29.8,High,3,7.3
Male,24,99.86,74.59,78.86,61.68,90.85,2.74,99.47,8.8,High,8,7.3
Female,22,51.53,50.36,81.3,,93.12,6.52,57.49,20.9,Low,1,5
Female,23,,43.96,85.41,72.98,76.52,1.78,82.2,21.9,Low,4,7.6
Male,21,53.85,87.95,52.43,84.57,73.79,8.16,51.74,12.8,Medium,3,5.9
Male,21,69.92,49.45,77.34,50.13,92.42,7.5,60.65,13.8,Medium,1,8.4
Male,22,91.08,51.19,74.8,79.34,78.15,5.61,81.69,28.6,High,1,5.8
Male,21,92.2,98.71,96.62,80.28,78.93,1.16,52.31,20.3,Low,7,5.1
Female,23,86.85,83.04,53.94,87.28,71.7,9.88,55.09,24.5,Medium,4,5
Female,20,94.84,55.03,43.52,94.46,68.64,4.9,64.55,23.1,Medium,5,8.5
Male,18,66.14,75.46,79.21,,74.03,4.52,78.78,20.3,Medium,2,8.3
Male,18,54.41,72.05,84.41,,68.24,9.96,50.8,6.2,Low,3,6.1
Female,18,52.91,90.67,56.99,55.12,67.18,8.64,74.12,21.6,Low,1,5.2
Male,20,92.61,83.76,74.25,66.84,99.68,4.56,81.29,13.6,Low,4,5.4
Male,21,86.52,89.9,43.57,53.42,66.81,4.19,70.13,16.7,Medium,8,5.9
Male,22,84.93,52.69,97.6,90.14,62.82,0.96,53.38,26.3,Medium,3,4.2
Male,24,66.98,78.41,46.6,90.35,67.7,9.27,80.54,29.2,Low,1,4.3
Female,19,,42.41,44.05,70.86,79.54,8.44,80.29,22.4,Medium,4,8.6
Female,21,97.91,44.14,42.65,62.98,95.55,3.1,75.3,10.8,High,9,7.8
Male,20,53.19,82.81,65.64,,89.39,7.53,84.66,12.9,Low,10,8.1
